pokemon_names,img_front_a_hashes,img_back_a_hashes,img_front_p_hashes,img_back_p_hashes,img_front_d_hashes,img_back_d_hashes,img_front_crop_hashes,img_back_crop_hashes,img_front_large_crop_hashes,img_back_large_crop_hashes
tapu-fini,603e7c78787c7c1c,067c3e1e1e3e3e38,ffd3c3ce8f8f3fbe,fffb6964252797b6,c2e4e0c8f2d8d879,8cd8786cb0e46460,"1ac7b1ccc26ee0e3,78f2e0d0a9599726,fbfc88b0858c982a,3efc88b3a7cf9d3f,02847814badcfcbe,dcdaf2dbec68c18c,b16cd8a928d1f378,c2e4e0c8f2d8d879","a71c72cc9489e838,a110c8f46a25168b,00c0e6f25ecee6ab,03c0ee321a0c4603,8fcee1d4a2c4c082,c4a49024c8e87cce,72c9e46aeb7430e1,8cd8786cb0e46460","0b162c9870e4c992,1886b1c8e46ce0f7,3af4a061c9cb96a4,5e5dbb66e9debc39,5eba62d074746061,fec891a2cd9c1c4a,7bbe79e3d6e58816,87e86973b3b6b4b6,fccf9396969cc9c6,4f7ef28a86d0c18e,ecfff6aecc7861c2,7ef891a3ce9d3b2e,8e3c79f3f2a6a7e7,452d9bc6cc616266,fee40c0912a6a4c9,0488f0b8b4d8f8bc,cc68f2d8fa3471e4,92306cd9a8d16378,65922ac9e43c9ee7,4a2592c9a0d1cc7e,042e1e1e39f8f001,c2e4e0c8f2d8d879","2090c8e4f1d86cb6,c79e72ecd8c9f810,a380f279682c96da,804422996884c263,85a2b9f4d1d0e179,80ec76ba4cc6c7ad,2082613894586e97,1ee869313292d292,c00c369696c66c9c,0d81b0ae88e07c8e,c800908acce1799c,81e0763a0c06230b,86c36130b09a1a18,5d4a269ccc61b999,80d0cd69369ada6c,c7ee70e2d264e0c2,cce9b0a4a0d071d8,b6f3c964ea7431e1,59b6a36cd8c38418,ad5bb66cfa64cc81,928884842140f038,8cd8786cb0e46460"
cosmog,e066660e1c3e1c18,07666670387c3818,ffffc7c7cac84cc4,55556d6d6062ef6f,42ceccb8706c70b0,9d8ccce271c9f072,"c5c7c4991959f6ce,859899f8f8b8c969,f0c63b7d86163a3a,2312069cb991e2c5,42ceccb8706c70b0","5c1c1c6667659084,566666e0e0e26c69,f09c23419890a3a3,33b79fc66276b85c,9d8ccce271c9f072","f0cc828000000088,2e5cb838f8c3048c,c290d8c4c2e36448,366878d2e0e0f0c8,f8f4e3c380842048,f6f8f8f0e060e0d0,809060e8f8f878b0,1c5cbc3c0cada565,fce2d098a040c0c9,c0bcb6babfdbdb92,f0ecf0f0f0f0ccf0,b0e4f0f0f8f8e4f8,3132b1f8f038d8db,7070f0f0f0f87838,d8f8d0f0f0f0c4e8,f0c23d4eb62b3a4e,7ce292a2020488c1,f0b0e0c0c060b0e0,78e6daa2a2a28ce1,74ca8561311baee4,e8f0f0f0e061a0c0,86a3b9acd6ca72be,0123061c3993a085,060000808081c4f9,42ceccb8706c70b0","f0ccbafe7fbfffee,88c4e0e1e03cdfce,bcf2e4d4bc385889,9160e0b0f8f8f0e4,e0d0383c9e460309,90e060d0f8f9f8e4,0e36d9e8e0e0e0e2,c7c5c2c3cb4a5a59,c08884c2f2dddc0c,fcc2922202000480,f0c8f0f0f0f0c8e0,f0c8f0f0e0e0d8e0,733372e0e0e32424,70f1f0f0e0e0e1e3,e0e0d0f0f0f0cce0,f0bc43899023a38c,c19826a2a6dfea7c,e0a0c0c0c0e0f2f0,e198a4a2aabace78,d1ac5e7873278ad8,e0e0d0e0e061f2e0,9e3a62ca94acb182,73239fc763363a0e,9fbffffefc76d460,9d8ccce271c9f072"
cosmoem,085e7ee7ef761c08,107a7ee7f76e3810,b3b3b3b33b3821a8,b9999999999a8baa,32b0cc8e9e8cb032,b1f2cc8e86cef2b1,"32b0ce8e9e8cb032,38e0d2a0a2acc0f1,81beba842c99f264,32b0cc8e9e8cb032","b3f28c8e86cef2b1,e3c0a4a2a0c2e070,7a82a2d2c966b059,b1f2cc8e86cef2b1","78e4d2aaa1172c59,0885e0d1f97de692,1ce8c1291cdccaf1,1ff8c4a8d2464c0a,5db876eed0869e62,f0f0e8ccccf0f0f0,7070f0f8e8f0f070,78e0d2a0a2a4c0f0,8693ede6f7b6b453,9634cc61bad0e032,e0e0a0d0d8c8e4fc,a086baa4acd97224,5a92011521984601,e6761b3cb293e0c4,f170f0f0e8f0f070,32b0cc8e9e8cb032","e1d8a4827a17cb65,275e3874604198b6,c7e86c6bc7c4a870,01e0d8eab4998daf,44e29188f49e8699,f0f0e8ccccf0f0f0,f1f1f0e0e8f0f0f0,e1c0a4a2a092e0f0,9e3648881092d235,96c3cc79a2f4f8b2,f8f8f8f4e4ecd8c0,fa8ea0daca64b15b,a5b67f1773e69d0f,989127c3b2367818,70f0f0f0e8f0f0f1,b1f2cc8e86cef2b1"
solgaleo,1c1e3e7e7e363200,38787c7e7e6c4c00,bb3337253b3a3b3b,bb999f8f93909393,f87072f8b8a46663,e0f1b1e0e2da9939,"61f0c2e2c2f86a5a,93e8da90ac8c862b,ba70f8d8b931a1c9,f87072f8b8a46663","79f0bcb8bca0a9a5,36e8a4f6cace9e2b,a2e1e0e462737a6c,e0f1b1e0e2da9939","61f0e2e2c2f86a5a,00f47e329a452309,c696d3c9741c0661,9e78e38e1994ca6d,c7c1989899aeac7c,8072ce7c0e3cf081,e0b198edb68bc5d0,e9c2e483060d3a74,62f1b8c25226cc4e,e7cbb66cb1e38eaf,871c7ad5e9d3b62d,c91969e3c6981c4e,9e78f9d9b121a0c3,969c3868f1c0c187,fef6f088a0b0a0b0,e4c24844a0d3e2f2,ccccccdcd8d890f0,e08c8c3a0e8cc0f8,f87072f8b8a46663,1b6d1d0562080402,3065c9970e3972e8","79f0b8b8bce0a9a5,7fd081b3265d326c,9c96346cd1c79c71,82e0388e67162c49,1c7ce6e6668acac1,3eb184c082c0f03e,f8728648922e58f4,6890d83e1d4f2391,b970e2bcb59bcc8c,182c92c862388e0a,1ec7a1506834924b,6c6769389ce6c388,82e16064727b7a3c,96c6c3e970f87c1e,8090c0eefaf2faf2,58bc2dddf234b0b0,ccccccc4e4e0f4e0,f8cccea38f8880e0,e0f1b1e0e2da9939,2749475cb1e4d0b0,f2596c168f431108"
lunala,0263c18faf9f0304,40c683f1f5f9c020,6b6b6b6a4bc3c0d0,c1c1c0e0e9696afa,568319494929aad8,940e676d6d2baae4,"017cb66bcb96dc31,74cd98372b9fc632,d646ceecce1494d0,69f9717d6a7ab3b3,b2b1b1733694ccc8,568319494929aad8","3ec192292c92c473,d14c66132b069cb1,94858cc88cd7d6f4,69605041a8a13232,b272323193d6ccec,940e676d6d2baae4","017cb66bcb96dc31,74c9982733ce6638,01555d5d399dd969,bc5e1ede3e9c31e6,8cb68cdc1c2c2c20,b5b051696094c660,9264d830c0008040,b4f173327133b6e8,2dd939f89c98c0c2,5ab0f1e8bcbef2c7,7a70b170e4ec70b3,e2e0616ae4c43919,568319494929aad8","3dc192292c92c433,d16c661b238c98e1,0745454563466469,c284808480c67398,ce92c6c4c7cbcbfb,52327569f9d69cd0,b6d9e4f3fcfffefd,d27031b2303392e8,a4727068c282b01c,486460e0c6e67c1c,a1f07270d8c87012,381879a9d8dc6360,940e676d6d2baae4"
nihilego,343e3c377fff9010,2c7c3cecfeff0908,bcacafadad070faf,9e86ad878fafafaf,ecf4e96cce9e3220,c8d048c98c86b318,"ecf4c8ad4cc69e32,1c3868e9d2f0d1c3,469c387162c48810,5cb8f73cf8c65c38,f6c30d33163da5e0,2010888884c4c04f,c8ad6cc68c323264,b60f4307030f0f0f","c8d0ec4acd9c86b3,c7e0e968b4f07438,8dc6e371b95c2e17,0b172e2e5edc1c0d,901c473397435af8,c44010c0e09cc4e3,ec4ac99cceb3b358,9207010303070707","ecf4e96cce9e3220,1cb8e73cf8cc5c39,2090888484e4e047,e3c3111a1b5564ec,383f0f210b0363f3,7ae6c34d4cda9293,3e9f07270f0f0737,1c9f072b161d0d26,717c7e3f1f834fe4,223372bc529c8461,b4950f5743070f0d,f0e9d4a5c3cb13cb,1823c70e9921469c,c60c183068686161,9b264c18316244c8","c8d048c98c86b318,0b162e5e5ed8181d,c0e018c0e08cc463,381c27a72755d1c8,e3030711271f3930,a1181c4dcda4b636,83060713070f1811,c7060f2b97414f9b,71c18101071e0dd8,b933b1c2b5c6c211,92160f1505070747,f068d45a3c2c212c,e43a1c8f467b8dc6,9cc7e1f3e9e97979,269bcde773b95d2c"
buzzwole,001e7f7efc5c0000,0078fe7e3f3a0000,fff7b76f6d39393a,ffbdbdc787b39390,dc76c8ccc0b0b94c,c490ecccfcf26244,"5b363cd8d2278fad,ebc38286058923e3,d99818386ccc92c1,e1f8f6fbfef878fa,b6c9c290c7988387,dc76c8ccc0b0b94c","2593c3e4b41b0e4a,282cae9e5d6e3b38,64e6e7e3c9c8963c,78e0902080e0e180,924cbcf00ce43e1e,c490ecccfcf26244","58b368c1c7983661,3664c83024cb9b5b,7ae38a86048963c6,f0e0c0a08040138e,d998183868cc82da,86e1f8f4f2f9fcf8,9325ab52b66dfae6,d2e4c89060c1b000,877e70f9b2d66567,7e7e3ebcdc4bb45c,9e3863c68c306305,54cda0d0ae908286,3dfdfafefcf9f3f6,8ce031185c0e2f37,793e1e8ac7e3709e,745228b6d8e6719c,dc76c8ccc0b0b94c","e432c97c1ce69379,92d8ecf39b2c0625,a138ae9edf6e399c,f0f8f4faf8fd318e,64e6e7e2c9ccb684,9e78e0d0a020c0e0,365b2ab59249a098,b0d86cb6f97cd2ff,818183c2c429d2c5,1e81c160b2945919,86e3319cce73395f,d54cfab48af6be9e,0340a080c0603090,cef873e6c5880903,610387ae1c38f182,11352b12249871c2,c490ecccfcf26244"
pheromosa,00183c3e3e3c1804,00183c7c7c3c1820,2cafafebb3b3b234,a6a7a9e9b9999a9e,ccb2694c6c697168,ccb269cdc9697169,"e2190cc2a7450507,b963cf9c1a594e57,70cc8e8eaaec68e8,ccb2694c6c697168,08e4b25924968bcb","b863cfbc1a585e07,62190c86a3650915,f1c88c8eaac868e8,2758b265db962e2c,ccb269cdc9697169","f01c06e3b1010503,b967ce98185c4f3f,71ecce8ecce0e8cc,ccb2694c6c697168,08e4b2492492cbcb","30c79e3872584f3f,621904c267850503,71c88c8e8ce8e8cc,2758b265dbb62c2c,ccb269cdc9697169"
xurkitree,38383efe30203470,1c1c7c7f0c042c0e,9c9c99999a9b9f9b,b636333332333733,e062e2eee9c86dc0,78b8b888286c497c,"61b0f0c8f068dace,353c4c64a4d159ac,8c4868b8a4ccc63a,f3ceb09a54a485c9,e062e2eee9c86dc0","38f2f0ecf0e9a48c,53c3cdd9da7465ca,ceede9e2cacc9c21,308cd2a6d55a5e6c,78b8b888286c497c","65b0f0e8f068dacc,f6cc3831a2a02262,f09884c7f0f0c1fc,8e9c1adcd0912220,736dd0c08c901020,275eb871e08894c4,78f0ecf0608da571,753d4c68a4d169ac,8480d84f6170925a,994c2c92c73698c0,ccc8a8b8ccc4769a,e0d8f48c0e738b85,848583a2c4ca5a5c,73e2dcba94a4a5c9,e062e2eee9c86dc0","5872f0e8f0e9a4cc,90cce373bababbb9,f0e6de18f0f07cc0,8686a7c4e4769b5b,2149f43c4e36170b,0885e071f8eed6dc,e0e0c8f0f94e5a71,5143cde9da7469ca,4e3ee40d09f1b2a5,66cccbb60c93e6fc,cceceae2ccdc91a2,f8e4d08e8b312e5a,de5e3cbadcaca5c5,31b8c4a2d6da5a6c,78b8b888286c497c"
celesteela,0018383c78fa7f18,00181c3c1e5ffe18,ffbb999bba9e9e9e,ffbbb3b3babeb636,b0e261d5f0b2b2b2,b2b87954f0b2b2b2,"9088a09088acec70,0b163edd3bf2f7da,42c0e0f8f8fcf87e,2351d0a0ec9c8eb3,b0e261d5f0b2b2b2","366e1af6cecac8f1,2090804420b010a4,3dfcf0e0e0c0e081,3b75f4fac8c68e32,b2b87954f0b2b2b2","e494b623d4b0ec8c,0b0b165cd933f6f7,84c1e0e0f3394e37,e1c70e3c79f3b47c,4936c9643b4c360b,b9c52422d36966b4,e8e8ccdc9cccb3b1,00a1c0dcdac8a995,c1d08cb2c2fafcfc,b090d5b46cd222a2,5bd18ce6e0f1f8f8,c7c3d8c6e160f8fc,d9a6f0e0e8f8f01a,e1c8c6e261b9d870,d09ca2e1e0f8f078,c1988ce2e1f8d872,b0e261d5f0b2b2b2","58d6923bd4f2c8ca,002090c064309010,de3cf8f830618413,781c8fc361309201,2d1364d823c49020,601c0b1b346898d2,e8e8ccc4c6cc3272,5d1afcc4a4ec6a56,7cf4cca2bca0c0c0,f2f654d2c9a4b322,2574ce98b870e0e0,1c3ce49c78e1e0c0,649af0f8e8e0f0a7,78ec9cb87162e4f1,f4c6b878f8e0f0e1,7ce2ceb878e0e4b0,b2b87954f0b2b2b2"
kartana,0040d47f3f382800,00022bfefc1c1400,dfcfc7c7c3c3c1e0,2d2d2d69696b6b6a,c493a4c16660d2da,44165a7c9919b4a4,"c8a4a4c36e6052da,58bbf468d1e48810,c493a4c16660d2da","249a5a3c8919b4a4,e422d0e934982e17,44165a7c9919b4a4","469871e488c100e0,62d1acd6659a4eb6,ccacd6693c4ca6d9,9a99cce239dc2713,048b96d6c4e520d0,e2d10884a2596466,362d1a383162003f,5cfa306162cc003f,5a3c30323414da4a,4db976eadd32c64d,4fa796caa3d9e078,cba35329944a2512,c986b18c82dcc963,073e72e2ece47c0c,b3706ce4c6922b45,c493a4c16660d2da","88e23158ec1cffe8,b874ca8459a68d92,ccca9469c3cd9a64,a666ccb861c40820,5b261694dc58faf4,b874ebdeba65d999,924ba7e373b90f03,c5a0f371b9cc0703,a5c3f3b3d3d6a4ac,446291a844b3984d,0d1a96ac3a64f8e1,2c1a356bd6ad58b4,6c9c72ceb6c46c39,0783a198c8d0c1c3,3270c8d88ca60b45,44165a7c9919b4a4"
guzzlord,0000029c3e3c3e3a,000040397c3c7c5c,696b696a6acececa,e3c3c3c1d0746464,164ed238e8e868f2,918db4e3e8e8e9b0,"da6fdce68f376767,e970f8f0f0f87076,c45c1c1c9cd2d470,164ed238e8e868f2","a409c4980e131119,28f1e0f0f0e0f091,ccc5c7c7c6b4d4f1,918db4e3e8e8e9b0","f1d8acb4a6c2ff2f,3ffee4cc1933a3c7,0482f1d8c4e2723c,a32648481061e6cc,03c3f3dbe97e9a5c,da6fdec68f37662d,92c1e071b45a2c14,b54cb17870f8f0f6,cc445c1c9cd2d470,1a9acaaa8c623251,4d49484cc892b3b5,164ed238e8e868f2","70e4cad29abc000b,0180d8cc6333381c,4fbe70e4dcb8b1c3,1a9be8edf77998cc,073c30246881a6c5,a40984980e13914a,b67cf871d2a5cbd7,528d72e1f1e0f090,cccdc5c7c6b4d4f1,a7a6ac8aceb9b375,4d6dedcdacb63252,918db4e3e8e8e9b0"
necrozma,08181d5b4bcbd705,1018b8dad2d3eba0,bbb3333333363414,13999998999a9ebe,9279e9929692aaad,b26068b69696aa4a,"6265cbda96e871b1,9279e9929692aaad","b9592ca496e87172,b26068b69696aa4a","8a2b134d27b3dadc,322265cb96d4e0b3,6cdab32749902140,304fc19480202040,c0c0c0f4e4e0e18e,1886c1b8a4d0c2c2,d3c1db8c98324410,9279e9929692aaad","a229174d1b32a4c4,32bb592c96d4f832,c9a4321b4d160b05,f30d1c960e0b0b05,fcfcfcd0d8f0788e,239e7ce29ae4bcbc,347c24ce66b34d37,b26068b69696aa4a"
magearna,371c38783c7c7e04,ec381c1e3c3e7e20,8f8f4f4e39bdbebe,2d21a5e693b7beba,c67070b0e8c0dcb8,9cf130f2e8fcc462,"8c8ecee0d0d2f2d0,b49696b65a5c9afe,f8f49090f861ba5e,c6e8a2e09043be3e,833ff6be9e9cfcb1,c67070b0e8c0dcb8","ce8e8cf834b4b010,d2969692a5c5a680,e0d0f6f6e058a284,9ce8baf8f63d8283,3e03908286c6c072,9cf130f2e8fcc462","e0c0c080d0e272b2,e0c090e072996d2d,79f8f4f6b6b0e180,f0fcf6b6bee0800c,b7b2cec4ccb4f46c,66c5e4cf535aabe7,8ec3596e6c71c79d,3666422b313cbcd4,8cf9e3a6acc67399,98981c786f57c3c3,1ce0a293d9686c34,d1c69c72ca96e933,1dcaedef357679b3,79ecc6d2d6c6ccf0,f0fcf9eee56fcbf9,f0c0a24390a4680b,6248dc9e9a391c36,78d49090f0319a4e,567ace505a5851d5,b986e5f8f83888f8,142d98acb4dbda64,c4b2d9d4d6f692e2,9c54d282902187fe,bb79e6d8a3adc871,8e444489ce3ac95a,70a0c5619a46301d,1204b4c9e30d5b36,c729d69292b4498e,1fe1bca0fac46071,831ffebe9edcfcb1,01a1d3ca6a76b85c,c1d3d48891a28488,c67070b0e8c0dcb8","78fcfcf6f4b8b1b2,f8fcf6b8b0624848,61e0d09092d2780e,f0c0909282f81e07,12b28cdccc92d0c9,995cd80c35a52a18,8e3c6589c9711c46,93999d2b63c3c2d4,ce60389aca983166,e6e6c7e109153c3c,c7f8ba3664e9c9d3,749cc6b1ac926833,47ac480850906032,61c89cb4949ccc70,f0c0208858092c60,f0fcba35f6dae92f,b9edc486a603c793,e1d4f6d6f070a488,95a18cf5a5e57514,629e5860e0e3eee0,d74be6cad224a4d9,5cb264d49490b6b8,c6d5b4bee6791e80,226198e4384aec71,8eddd96e8ca36ca5,f1fa5c79a69df347,b7d1d26c384f2193,1c6b94b6b292658e,3e07808286c4c072,0778c2daa0c4f830,7f7a34aca990e2c4,7c34d4ec76ba5e26,9cf130f2e8fcc462"
marshadow,107cfcfc7c78fc78,083e3f3f3e1e3f1e,9c9e9e9e9caca4a5,b6363434362e0e0f,60a8ec14d0f199d0,38eac8d7f4706674,60a8ec14d0f199d0,38eac8d7f4706674,"78c6d2bab6cce871,7ae2daaab68cd8e3,3874dab0aab2d8e1,e3d9b4a2baca78bc,b73678f9e969b191,60a8ec14d0f199d0","e19ca4a292c4e871,81b824aa92cee438,e3d1a4e2aab2e478,3864d2aaa2a4c1c2,1290e16060687276,38eac8d7f4706674"
poipole,083cfffe78181c00,103cff7f1e183800,363636363333beaf,9c9c9c9c999b9eaf,9a7949dad0706803,a2606da4f4f1a800,"0b0b16768e7af190,9874cab1544993c6,679fd8c2d4b84286,21089299d8e47a9e,9a7949dad0706803","2020909082a070b6,e6d1ac22d569329c,1906e4bcd4e2bd9e,7befb266c4d8a186,a2606da4f4f1a800","2c7c5ab474ecd4bc,bc7064d4c0b88619,bc70ccd496226b59,2e5dba74ecc9f11a,84a09099c8d4e2e9,99344a92a48992c4,7ce08ca0a0c0c1c0,fce6ccb3a78c9a36,679ed2cad498a086,0882b2c9d46c729e,9a7949dad0706803","c8c0a4d2d1c8d4c2,c2d0d9d4dce29c27,82f1ccd496bb2965,8844a2d1c86c70a7,5ebab266c4d4b868,66d38da4da6ab65c,c0f8c6f2fafc3c34,c098cc321acea693,1986b4a8d4e2fa9e,efbeb264d4c9a186,a2606da4f4f1a800"
naganadel,060b0f1f183878c0,60d0f0f8181c1e03,2d696b7232327a3a,87c3c1d89898d098,1e5a5eb1a361d032,80a484703a78b4b3,"f1cca2a110609119,0b1f364e3860c310,70c6e2d26478b619,1e5a5eb1a361d032","70cca20283f96663,20009084e3f83c17,f19cb8b4d9e19264,80a484703a78b4b3","01c0e0f47a9c2e16,1ffcc2f4f439f0d2,adb0baedb6b3b6b6,863ef9d041ce85c5,5b167cb362c48810,f1f8f4f6e4ccbec0,c0e8ebc6c8d0e1c4,298cc671381c8e66,f1cca2a2a8d0196d,72f6e4e3c8becca4,3944d2baa430c8e5,1b264cb871c18012,e0c6e3a5cc7ab111,a204081220599234,1e5a5eb1a361d032","3ffcf8d0a1c28893,01c0bcd0d06170b0,4af2a24892329292,868040f43d0c5e5c,24804032b95c8e97,70e0d090c8cc82fc,f8e82894ecf4385c,6bce9c71e3c78e98,70cca282eaf46749,b110d838ec82ccda,63cda4a2dad3ec58,2098c4e2717c3eb7,f89c385acca16276,badfefb6fb65b653,80a484703a78b4b3"
stakataka,183c3c3c7e4c8484,183c3c3c7e322121,bbbb989d8f8f8f8f,b9bbb23727272d27,f0e0e070f0a9193d,70f8f8f1f06a6343,"7ff0a0d8f2f1c38f,bc8c3de0eccacac8,f0e0e070f0a9193d","00d0faa4b0703c0e,420a00f8c8a4acec,70f8f8f1f06a6343","7ff480daf2f1c68f,e1e1f0f0f078787c,c2c3e1e1f1f07878,cccccccae66667e0,c1e2e1f17078383c,8cc4c7e3e3717170,94c4caca6567e098,1ec00b361516073f,12dadef0ecccdc88,fe1e1e1e1e1e1c1c,84c2e3e17078bc9e,78c6b3cd4d4ab4c0,c0e0f1f8783cbc5e,ec96aa4c4cb294e8,e19cb2cd8d85cb76,f0e0e070f0a9193d,0cb1429a32d296d6","00d0faa4b0709c0e,787870f0f0e1e1c1,3c3c787870f0e1e1,ccccccac981919f8,7cb87870f1e1e3c3,4edc1c18387171f1,d6ccacac1919f8e6,87fc2f9357970703,b7a480d0c8ccc4ee,808787878786c7c7,de3c3878f1e1c286,c18c324c4dadd2fc,fcf870e0e1c3c284,c896aacdcdb2d6e0,78c6b24c4c5e2c91,70f8f8f1f06a6343,c872bda6b3b49290"
blacephalon,1878fc9f1c000c0c,181e3ff938003030,999bba9e9e939291,b3b3babe363b3a3b,30f2f0327a18585c,b0b070b3a067e0c4,"b83c38b880cc343d,1b0d8ca4cecce860,c1cb98988c21c4c8,869988acbe606166,74e2f26cdc3870e0,00a4a4a5a4a1c1f0,30f2f0327a18585c","e0c1e0e2fccc9343,234fccda0cccc8d9,0c2c86c6ce1adc2c,8666eeca82797999,d0b8b0c8c4e0f138,7f5a585a9a3a60f0,b0b070b3a067e0c4","b87cb8b888cc343d,3b098caccecce860,c1cb98988c21c4c8,97563e8ecc24c4f8,f0cca28ef0b2ccf8,f1cca4a2023e409d,4347e3d1aca6d0e3,c1b8a4c4b4c0f9b8,ac9082830489fae4,3185c3ea76ba5e26,52b070f474e8c080,0434e2f62c1c78e0,f1f0e8c8c041a2c0,e8e4e2c26125c4f0,00a0e4a4a4a0c3f0,30f2f0327a18585c","e0c1e2e2eccc9343,2367ceca8cccc8f9,0c2c86c6ce1adc2c,1295838eccdbd4e0,f0cca28af0b2cce0,70c4d2a2bb03fd46,3d1d3874ca82f438,7ce2dac4d2ec60e2,cae6be3e5f0ea0d8,034e3ca891a28488,b4f2e1d0d1c880fe,c0d0b890c9c0e138,70f0e8ecbc7caa08,e8d8b8bc58538cc0,ff1a585ada3a30f0,b0b070b3a067e0c4"
zeraora,607c3e93f9290000,063e7cc99f940000,ffc7c3c1c3a6a7a7,ff6d6b6b6b2c0f8d,81c8ec2353db28c9,06ecc81b3524a864,"a0c8c95998e4719c,e08cc2d7783ae299,f0b8c9f4f464c488,265cb064ca942409,cc64cc8ce2781e4e,f9e312d380dce17c,81c8ec2353db28c9","faec6c65e6d870c6,f8cebc14e1a0b866,70e26cd0d0d9dc2e,88c4f299acd6d36f,ccd8ccceb8e1878d,6038b734fec478c1,06ecc81b3524a864","cd9cb4a96965c933,44586c1c34e6d931,8bcda693c9e97c9e,264e983c365694c1,f08cc2d76c7a7ae1,e3e0ec391191c1f2,facccadc99c36032,c6e1d8c4c2ccd0c1,f03c0e26061696cc,2f5cba60c8993323,88ec6c8cca781e4e,fb9227a198c07c1d,488ccc2c8ceef474,81c8ec2353db28c9","4cc6d26a69596c33,cde5c9c7d3986473,2e4c9a366468c182,9a8da6839395d67c,f0cebc14c9a1a178,38f8c86376767cb0,20ccacc4663c19b2,9c78e4d4a4c8f47c,f0c38393979796cc,08c4a2f9e466333b,6ec8c8ceace1878d,20b6197ae6fcc041,edcecccbce88d0d0,06ecc81b3524a864"
meltan,3c66c3c23e3e1e1f,3c66c3437c7c78f8,b636afa5afebebe2,9c9e2f2f2fe9ebea,f88e9a86ce78bce2,e08ea2868ce0c2b8,"f88e9b86ce78bc60,f88e9a86ce78bce2,0f1f0d591d4d030f,22229ae4c6cd5d1a","e08e22868ce0c279,e08ea2868ce0c2b8,0f074165470d030f,8bbba2d89c4c4527","f9cc8e1b3b86ceea,0b174f9e65cbd29d,f0f0c0d28284c0e1,1ce6f2e4e4f084a3,60e0c0a04042acd0,f88e9a86ce78bce2,0f1f0d5d1d4d030f,070b2949453c3c67,1f132e5d5d593c0f,0f3fff78391e0f41,730f87d3d1d9d1a7,2022aac4c74d5d1a","60cc862323868ca8,20100884592c3446,f0f0c0a4a0c4e078,c798b0d8c8f0de3a,f9f8fcfa79b5c2f4,e08ea2868ce0c2b8,0f074145474d030f,1f2f43455dc38301,07178b454565030f,0703002163870f7d,310f1e347464741a,8b9ba2d81c4d45a7"
melmetal,043e7bd79f9f1e00,207cdeebf9f97800,6dafadadafaf2b0b,cf8fafa7afa7a1a1,d4f0e2b63332246c,54f0b8923333d9c8,"f1eed2dac2c24a42,6ee0d4c9a951f3a3,796cd49aa08288c4,897cf2e5c893a7ce,c0b826065cb43862,7168d69290ac2525,f3f0cc83a5c4a4e4,c8dcdcc280c4ce6e,d4f0e2b63332246c","708884a4bc9c8d85,09f8d46c6a75303a,61c9d4a6dabececc,6cc1b058ec361a0c,fce29b9ec5d263b9,71e994b6c6ca4b5b,30f0cc3e5adc9a58,ecc4c4bcf0dc8c89,54f0b8923333d9c8","fa82a4a484041424,6ce4d9d893b3a3a6,7949cc9a44829cc4,88641178e0c197ae,2f9e7ae4d4b569eb,a64c983161c78e1d,2d0cb87accb080c8,c1b90c1cb06064c0,73c892ac2d25d98b,c86c6cccc4c4c626,f6e0848acbc3aec8,e3783e7e1ffdfdbf,d4f0e2b63332246c,878f1d3031313e2a,c10e3840a0808080,b163c78d1d1a76e3,0f038d2c24249936,88820594d993ae60,c78f0f1f3f3f3f27,eaa4d0c1c9861c70,cf4863b89fcfe1d1","a086d2c2decfd7d3,c9d864e432323898,616dcca6ddbec6dc,2ed936e1d87c168a,0884a1d8d4526928,9acde673791c0e47,48c0c2a1ccf2feec,7c62cfc6e2f9d97c,31ecb6ca4b53642e,ecc9c9ccd0dc9c9b,90f8deac2c3c8acc,38e0808107004002,54f0b8923333d9c8,1e0e47f3736383ab,7c8f630d02020000,72391c4e47a79130,0f3f4ecbdbdb6613,ecbe47d664348a79,1c0e0f070303031b,a8daf07c6c9ec771,0cc519e2060c5874"
grookey,18181e3f1e1e3838,181878fc78781c1c,b6b69e9ebe399fb7,9e9cbeb6be9b3d9d,69f070ecf83060f0,6970f1c8e0f3f970,"32b0e0e0ee9195e4,64e2da9a1ad8d999,fc8196a081d66871,69f070ecf83060f0","93f238f8887656d8,5938a4a6a7e46466,c07686424294c971,6970f1c8e0f3f970","9290e0e0e7d8dad2,fcb8c0c45058c080,c1b8a6aa92b2c4f0,04da2925232a80c0,e67398ac9dba7021,e1c0a4a2e08ae038,7b9d86cec62e9c71,2660e2c2658c60b1,c380a4a2b2c8703c,64e2da9a9ad8d989,0ef882b6a2c47821,69f070ecf83060f0,ace464b4dd4d2512,3a5dc6c6663e5c31","b6f678f818e4a4b4,c0e2f8dce5e5fc3e,7ce29aaa8222d4e0,dfa46a5b3babfefc,9831c68a46a2c17b,78e0d2a0a0a480e3,21469e8c9c83c671,93f9b8bc19c6f972,3ce0c8a0a2cc81c3,59b8a4a6a6e46466,83e0be82a2dce13b,6970f1c8e0f3f970,cad8d9d2444d5ab4,a3459c8c9983c573"
